2024-07-12 01:31:12 | INFO | model_worker | args: Namespace(checkpoint_path=None, controller_address='http://localhost:10000', host='localhost', keep_aspect_ratio=False, limit_model_concurrency=200, lm_path='luodian/llama-7b-hf', load_8bit=False, load_pt=False, model_name='dolphins', no_register=False, num_gpus=1, port=40000, stream_interval=2, use_lora=True, worker_address='http://localhost:40000')
2024-07-12 01:32:55 | ERROR | stderr | Loading checkpoint shards:  67%|██████████████████         | 2/3 [00:15<00:07,  7.67s/it]
2024-07-12 01:33:01 | ERROR | stderr | Loading checkpoint shards: 100%|███████████████████████████| 3/3 [00:21<00:00,  6.75s/it]
2024-07-12 01:33:01 | ERROR | stderr | Loading checkpoint shards: 100%|███████████████████████████| 3/3 [00:21<00:00,  7.08s/it]
2024-07-12 01:33:01 | ERROR | stderr | 
2024-07-12 01:33:13 | INFO | stdout | Flamingo model initialized with 1435117584 trainable parameters
2024-07-12 01:33:22 | INFO | model_worker | Loading the model to cuda ...
2024-07-12 01:33:22 | INFO | model_worker | Register to controller
2024-07-12 01:33:22 | ERROR | stderr | [32mINFO[0m:     Started server process [[36m24957[0m]
2024-07-12 01:33:22 | ERROR | stderr | [32mINFO[0m:     Waiting for application startup.
2024-07-12 01:33:22 | ERROR | stderr | [32mINFO[0m:     Application startup complete.
2024-07-12 01:33:22 | ERROR | stderr | [31mERROR[0m:    [Errno 99] error while attempting to bind on address ('::1', 40000, 0, 0): cannot assign requested address
2024-07-12 01:33:22 | ERROR | stderr | [32mINFO[0m:     Waiting for application shutdown.
2024-07-12 01:33:22 | ERROR | stderr | [32mINFO[0m:     Application shutdown complete.
2024-07-12 01:33:37 | INFO | model_worker | Send heart beat. Models: ['dolphins']. Semaphore: None. global_counter: 0
2024-07-12 01:33:52 | INFO | model_worker | Send heart beat. Models: ['dolphins']. Semaphore: None. global_counter: 0
2024-07-12 01:34:07 | INFO | model_worker | Send heart beat. Models: ['dolphins']. Semaphore: None. global_counter: 0
2024-07-12 01:34:22 | INFO | model_worker | Send heart beat. Models: ['dolphins']. Semaphore: None. global_counter: 0
2024-07-12 01:34:37 | INFO | model_worker | Send heart beat. Models: ['dolphins']. Semaphore: None. global_counter: 0
2024-07-12 01:34:52 | INFO | model_worker | Send heart beat. Models: ['dolphins']. Semaphore: None. global_counter: 0
2024-07-12 01:35:07 | INFO | model_worker | Send heart beat. Models: ['dolphins']. Semaphore: None. global_counter: 0
2024-07-12 01:35:07 | INFO | model_worker | Register to controller
2024-07-12 01:35:22 | INFO | model_worker | Send heart beat. Models: ['dolphins']. Semaphore: None. global_counter: 0
2024-07-12 01:35:37 | INFO | model_worker | Send heart beat. Models: ['dolphins']. Semaphore: None. global_counter: 0
2024-07-12 01:35:52 | INFO | model_worker | Send heart beat. Models: ['dolphins']. Semaphore: None. global_counter: 0
2024-07-12 01:36:07 | INFO | model_worker | Send heart beat. Models: ['dolphins']. Semaphore: None. global_counter: 0
2024-07-12 01:36:22 | INFO | model_worker | Send heart beat. Models: ['dolphins']. Semaphore: None. global_counter: 0
2024-07-12 01:36:37 | INFO | model_worker | Send heart beat. Models: ['dolphins']. Semaphore: None. global_counter: 0
2024-07-12 01:36:52 | INFO | model_worker | Send heart beat. Models: ['dolphins']. Semaphore: None. global_counter: 0
2024-07-12 01:37:07 | INFO | model_worker | Send heart beat. Models: ['dolphins']. Semaphore: None. global_counter: 0
2024-07-12 01:37:22 | INFO | model_worker | Send heart beat. Models: ['dolphins']. Semaphore: None. global_counter: 0
2024-07-12 01:37:37 | INFO | model_worker | Send heart beat. Models: ['dolphins']. Semaphore: None. global_counter: 0
2024-07-12 01:37:52 | INFO | model_worker | Send heart beat. Models: ['dolphins']. Semaphore: None. global_counter: 0
2024-07-12 01:38:07 | INFO | model_worker | Send heart beat. Models: ['dolphins']. Semaphore: None. global_counter: 0
2024-07-12 01:38:22 | INFO | model_worker | Send heart beat. Models: ['dolphins']. Semaphore: None. global_counter: 0
2024-07-12 01:38:37 | INFO | model_worker | Send heart beat. Models: ['dolphins']. Semaphore: None. global_counter: 0
2024-07-12 01:38:52 | INFO | model_worker | Send heart beat. Models: ['dolphins']. Semaphore: None. global_counter: 0
2024-07-12 01:39:07 | INFO | model_worker | Send heart beat. Models: ['dolphins']. Semaphore: None. global_counter: 0
2024-07-12 01:39:22 | INFO | model_worker | Send heart beat. Models: ['dolphins']. Semaphore: None. global_counter: 0
2024-07-12 01:39:37 | INFO | model_worker | Send heart beat. Models: ['dolphins']. Semaphore: None. global_counter: 0
2024-07-12 01:39:52 | INFO | model_worker | Send heart beat. Models: ['dolphins']. Semaphore: None. global_counter: 0
2024-07-12 01:40:07 | INFO | model_worker | Send heart beat. Models: ['dolphins']. Semaphore: None. global_counter: 0
2024-07-12 01:40:22 | INFO | model_worker | Send heart beat. Models: ['dolphins']. Semaphore: None. global_counter: 0
2024-07-12 01:40:37 | INFO | model_worker | Send heart beat. Models: ['dolphins']. Semaphore: None. global_counter: 0
2024-07-12 01:40:52 | INFO | model_worker | Send heart beat. Models: ['dolphins']. Semaphore: None. global_counter: 0
2024-07-12 01:41:07 | INFO | model_worker | Send heart beat. Models: ['dolphins']. Semaphore: None. global_counter: 0
2024-07-12 01:41:22 | INFO | model_worker | Send heart beat. Models: ['dolphins']. Semaphore: None. global_counter: 0
2024-07-12 01:41:37 | INFO | model_worker | Send heart beat. Models: ['dolphins']. Semaphore: None. global_counter: 0
2024-07-12 01:41:52 | INFO | model_worker | Send heart beat. Models: ['dolphins']. Semaphore: None. global_counter: 0
2024-07-12 01:42:07 | INFO | model_worker | Send heart beat. Models: ['dolphins']. Semaphore: None. global_counter: 0
2024-07-12 01:42:22 | INFO | model_worker | Send heart beat. Models: ['dolphins']. Semaphore: None. global_counter: 0
2024-07-12 01:42:38 | INFO | model_worker | Send heart beat. Models: ['dolphins']. Semaphore: None. global_counter: 0
2024-07-12 01:42:53 | INFO | model_worker | Send heart beat. Models: ['dolphins']. Semaphore: None. global_counter: 0
2024-07-12 01:43:08 | INFO | model_worker | Send heart beat. Models: ['dolphins']. Semaphore: None. global_counter: 0
2024-07-12 01:43:23 | INFO | model_worker | Send heart beat. Models: ['dolphins']. Semaphore: None. global_counter: 0
2024-07-12 01:43:38 | INFO | model_worker | Send heart beat. Models: ['dolphins']. Semaphore: None. global_counter: 0
2024-07-12 01:43:40 | ERROR | stderr | Exception ignored in: <module 'threading' from '/root/miniconda3/lib/python3.8/threading.py'>
2024-07-12 01:43:40 | ERROR | stderr | Traceback (most recent call last):
2024-07-12 01:43:40 | ERROR | stderr |   File "/root/miniconda3/lib/python3.8/threading.py", line 1388, in _shutdown
2024-07-12 01:43:40 | ERROR | stderr |     lock.acquire()
2024-07-12 01:43:40 | ERROR | stderr | KeyboardInterrupt:
